case_id,charge_seq,charge,occur_dt,ucr_code,ucr_cat,ucr_group,(No column name),case_status,csstatus,bias,vic_lst
1807627,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",27:00.0,550,ORS,WARRANT,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1807602,1,MENACING - THREAT,50:00.0,45,PER,ASSAULT,DISORDERLY SUBJ,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,"[{""age"":""25"",""sex"":""M"",""type"":""I""}]"
1807430,1,VIOLATION PARK RULES,09:00.0,269,SOC,ALL OTHER,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1807516,1,CRIMINAL TRESPASS 2,19:00.0,261,SOC,ALL OTHER,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1807540,1,MINOR POSSESS TOBACCO OR INHALANT,09:00.0,220,SOC,TOBACCO LAW VIOLATION,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1807566,1,CONS UNLIC PREM/OPEN CON,49:00.0,224,SOC,LIQUOR LAW VIOLATION,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1807621,1,COERCION - INTIMIDATE/THRT,30:00.0,45,PER,ASSAULT,CITIZEN CONTACT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""41"",""sex"":""M"",""type"":""I""}]"
1807622,1,MENACING - THREAT,01:00.0,45,PER,ASSAULT,MENACING,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""50"",""sex"":""M"",""type"":""I""}]"
1807599,1,IDENTITY THEFT,30:00.0,11F,PRP,FRAUD,THEFT OF IDENTI,OPEN,O ,NULL,"[{""age"":""21"",""sex"":""M"",""type"":""I""}]"
1807628,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",16:00.0,550,ORS,WARRANT,VIOLATION OF CI,CLEARED BY ARREST,A ,NULL,[]
1807634,1,"VEHICLE, TOWED",25:00.0,999,UNA,UNASSIGNED,TRAFFIC HAZARD,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1807626,1,PAROLE VIOLATION - WARRANT,39:00.0,550,ORS,WARRANT,UNAUTHORIZED US,CLEARED BY ARREST,A ,NULL,[]
1807633,1,THEFT 2 - FROM BUILDING,02:00.0,67,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1807637,1,INTIMIDATION 2 - THREAT,00:00.0,45,PER,ASSAULT,HARASSMENT,CLEARED BY ARREST,A ,ANTI-HOMOSEXUAL MALE          ,"[{""age"":""16"",""sex"":""M"",""type"":""I""}]"
1807641,1,ASSAULT 4 - MIS,28:00.0,43,PER,ASSAULT,FIGHT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""26"",""sex"":""M"",""type"":""I""}]"
1807632,1,MENTAL HOLD BY POLICE OFFICER,46:00.0,513,ORS,CUSTODY,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1807636,1,HIT & RUN - VEH DAMAGE,08:00.0,391,ORS,TRAFFIC CRIME,HIT AND RUN INJ,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1807638,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",50:00.0,550,ORS,WARRANT,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1807631,1,TAMPER WITH DRUG RECORDS - FORGERY,21:00.0,100,PRP,FORGERY,FORGED PRESCRIP,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1807609,1,SUSPICIOUS CONDITIONS,55:00.0,999,UNA,UNASSIGNED,DISPUTE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1807635,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",08:00.0,550,ORS,WARRANT,WARRANT SERVICE,CLEARED BY ARREST,A ,NULL,[]
1807642,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",21:00.0,550,ORS,WARRANT,CHECK WELFARE,CLEARED BY ARREST,A ,NULL,[]
1807647,1,THEFT 1 - OTHER,12:00.0,69,PRP,LARCENY,THEFT,CLEARED BY ARREST,A ,NULL,"[{""age"":""44"",""sex"":""F"",""type"":""I""}]"
1807649,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",38:00.0,550,ORS,WARRANT,DISPUTE,CLEARED BY ARREST,A ,NULL,[]
1807646,1,HARASSMENT (1AA) PHYSICAL CONT - SIMP ASLT,34:00.0,43,PER,ASSAULT,DISPUTE,CLEARED BY ARREST,A ,NULL,"[{""age"":""73"",""sex"":""M"",""type"":""I""}]"
1807648,1,PRIVATE INDECENCY,05:00.0,176,PER,SEX CRIMES,SUSPICIOUS COND,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,"[{""age"":""24"",""sex"":""F"",""type"":""I""}]"
1807650,1,HARASSMENT - SIMPLE ASLT,25:00.0,43,PER,ASSAULT,ASSAULT,CLEARED BY ARREST,A ,NULL,"[{""age"":""51"",""sex"":""F"",""type"":""I""},{""age"":""29"",""sex"":""M"",""type"":""I""}]"
1807650,2,CRIMINAL TRESPASS 2,25:00.0,261,SOC,ALL OTHER,ASSAULT,CLEARED BY ARREST,A ,NULL,[]
1807639,1,CRIMINAL MISCHIEF 1 - VANDALISM,25:00.0,140,PRP,VANDALISM,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,"[{""age"":""21"",""sex"":""F"",""type"":""I""}]"
1807643,1,RUNAWAY JUVENILE - OWN AGENCY,28:00.0,290,SOC,RUNAWAY,RUNAWAY JUVENIL,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,[]
1807550,1,HIT & RUN - PROP DAMAGE,15:00.0,391,ORS,TRAFFIC CRIME,HIT AND RUN,CLEARED BY ARREST,A ,NULL,[]
1807612,1,FORGERY 1,15:00.0,100,PRP,FORGERY,FORGED CHECK,CLEARED BY ARREST,A ,NULL,[]
1807583,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",49:00.0,550,ORS,WARRANT,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1807645,2,DUII,14:00.0,210,SOC,DUII,MOTOR VEH ACC N,CLEARED BY ARREST,A ,NULL,[]
1807645,3,RECKLESS DRIVING,14:00.0,393,ORS,TRAFFIC CRIME,MOTOR VEH ACC N,CLEARED BY ARREST,A ,NULL,[]
1807645,1,POSSESS HEROIN,14:00.0,180,SOC,DRUG LAW VIOLATION,MOTOR VEH ACC N,CLEARED BY ARREST,A ,NULL,[]
1807601,1,POSSESS METHAMPHETAMINE,16:00.0,180,SOC,DRUG LAW VIOLATION,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1807658,1,"PROPERTY, LOST",41:00.0,999,UNA,UNASSIGNED,LOST PROPERTY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""74"",""sex"":""F"",""type"":""I""}]"
1807661,1,CRIMINAL TRESPASS 2,19:00.0,261,SOC,ALL OTHER,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1807585,1,VIOLATION PARK RULES,34:00.0,269,SOC,ALL OTHER,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1807656,1,THEFT 2 - FROM VEHICLE,14:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""65"",""sex"":""F"",""type"":""I""}]"
1807601,2,VIOLATION PARK RULES,16:00.0,269,SOC,ALL OTHER,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1801942,1,INFORMATION - NON-CRIME,18:00.0,999,UNA,UNASSIGNED,DISPUTE,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,"[{""age"":""33"",""sex"":""F"",""type"":""I""}]"
1807676,1,IDENTITY THEFT,37:00.0,11F,PRP,FRAUD,THEFT OF IDENTI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""43"",""sex"":""M"",""type"":""I""}]"
1807675,1,CRIMINAL MISCHIEF 2 - VANDALISM,10:00.0,140,PRP,VANDALISM,CRIMINAL MISCHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1807657,1,POSSESS HEROIN,00:00.0,180,SOC,DRUG LAW VIOLATION,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1807663,1,FORGERY 1,00:00.0,100,PRP,FORGERY,FRAUD,CLEARED BY ARREST,A ,NULL,"[{""age"":""76"",""sex"":""M"",""type"":""I""}]"
1807666,1,"PROPERTY, FOUND",45:00.0,999,UNA,UNASSIGNED,FOUND PROPERTY,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1807679,1,UUV,00:00.0,71,PRP,MV THEFT,UNAUTHORIZED US,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""49"",""sex"":""F"",""type"":""I""}]"
1807678,1,THEFT 3 - OTHER,41:00.0,69,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""42"",""sex"":""M"",""type"":""I""}]"
1807662,1,THEFT 2 - PICKPOCKET,30:00.0,61,PRP,LARCENY,SEX ABUSE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""44"",""sex"":""F"",""type"":""I""}]"
1807665,1,CRIMINAL MISCHIEF 1 - VANDALISM,04:00.0,140,PRP,VANDALISM,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1807664,2,UUV,27:00.0,71,PRP,MV THEFT,UNAUTHORIZED US,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""41"",""sex"":""M"",""type"":""I""}]"
1807664,1,BURGLARY 2 - RESIDENCE,27:00.0,51,PRP,BURGLARY,UNAUTHORIZED US,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""41"",""sex"":""M"",""type"":""I""}]"
1807667,1,"PROPERTY, FOUND",45:00.0,999,UNA,UNASSIGNED,FOUND PROPERTY,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,"[{""age"":""  "",""sex"":"" "",""type"":""I""}]"
1807680,1,THEFT 3 - BICYCLE,00:00.0,66,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""69"",""sex"":""M"",""type"":""I""}]"
1807690,1,THEFT 2 - OTHER,03:00.0,69,PRP,LARCENY,THEFT,"PENDING (DA/CP REVIEW, LAB, MORE INFO)",P ,NULL,"[{""age"":""46"",""sex"":""F"",""type"":""I""}]"
1807688,1,THEFT 1 - OTHER,05:00.0,69,PRP,LARCENY,THEFT,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,[]
1807694,1,"PROPERTY, FOUND",50:00.0,999,UNA,UNASSIGNED,FOUND PROPERTY,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,"[{""age"":""34"",""sex"":""M"",""type"":""I""}]"
1807685,1,THEFT 1 - BICYCLE,02:00.0,66,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""55"",""sex"":""M"",""type"":""I""}]"
1807689,1,PROHIBITED CAMPING,47:00.0,269,SOC,ALL OTHER,PATROL CHECK,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1807674,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",34:00.0,550,ORS,WARRANT,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1807691,1,DISORDERLY CONDUCT,46:00.0,240,SOC,DISORDERLY CONDUCT,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1807698,1,MISSING PERSON,10:00.0,999,UNA,UNASSIGNED,MISSING PERSON,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,[]
1807695,1,"PROPERTY, FOUND",51:00.0,999,UNA,UNASSIGNED,FOUND PROPERTY,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,"[{""age"":""48"",""sex"":""F"",""type"":""I""}]"
1807693,1,IDENTITY THEFT,16:00.0,11F,PRP,FRAUD,FRAUD,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""30"",""sex"":""M"",""type"":""I""}]"
1807696,1,MINOR POSSESS MARIJUANA,41:00.0,180,SOC,DRUG LAW VIOLATION,MINOR IN POSSES,CLEARED BY ARREST,A ,NULL,[]
1807659,1,ASSAULT 4 - MIS,15:00.0,43,PER,ASSAULT,ASSAULT,CLEARED BY ARREST,A ,NULL,"[{""age"":""15"",""sex"":""F"",""type"":""I""}]"
1807687,1,THEFT 2 - FROM VEHICLE,00:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""44"",""sex"":""M"",""type"":""I""}]"
1807703,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",57:00.0,550,ORS,WARRANT,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1807703,1,VIOLATION PARK RULES,57:00.0,269,SOC,ALL OTHER,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1807682,1,VIOLATION PARK RULES,32:00.0,269,SOC,ALL OTHER,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1807714,1,RUNAWAY JUVENILE - OWN AGENCY,00:00.0,290,SOC,RUNAWAY,RUNAWAY JUVENIL,CLEARED BY ARREST,A ,NULL,[]
1807699,1,CRIMINAL TRESPASS 2,05:00.0,261,SOC,ALL OTHER,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1807709,1,VIOLATION PARK RULES,21:00.0,269,SOC,ALL OTHER,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1807683,1,STRANGULATION - MIS APA,30:00.0,41,PER,ASSAULT,ASSAULT,CLEARED BY ARREST,A ,NULL,"[{""age"":""22"",""sex"":""F"",""type"":""I""}]"
1807683,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",30:00.0,550,ORS,WARRANT,ASSAULT,CLEARED BY ARREST,A ,NULL,[]
1807692,2,CRIMINAL TRESPASS 1,39:00.0,261,SOC,ALL OTHER,SHOPLIFT 3050 P,CLEARED BY ARREST,A ,NULL,[]
1807692,1,THEFT 3 - SHOPLIFT,39:00.0,63,PRP,LARCENY,SHOPLIFT 3050 P,CLEARED BY ARREST,A ,NULL,[]
1807715,1,CRIMINAL TRESPASS 2,39:00.0,261,SOC,ALL OTHER,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1807716,1,THEFT 2 - SHOPLIFT,52:00.0,63,PRP,LARCENY,THEFT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1807707,1,CRIMINAL TRESPASS 2,14:00.0,261,SOC,ALL OTHER,,CLEARED BY ARREST,A ,NULL,[]
1807704,1,THEFT 2 - OTHER,46:00.0,69,PRP,LARCENY,CITIZEN CONTACT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""22"",""sex"":""M"",""type"":""I""}]"
1807713,1,CRIMINAL TRESPASS 2,15:00.0,261,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1807707,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",14:00.0,550,ORS,WARRANT,,CLEARED BY ARREST,A ,NULL,[]
1807660,1,ANIMAL COMPLAINT-BITE-INJURED-IMPOUND,19:00.0,999,UNA,UNASSIGNED,FOUND ANIMAL,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1807673,1,DECEASED SUBJECT,34:00.0,999,UNA,UNASSIGNED,DECEASED SUBJEC,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,"[{""age"":""47"",""sex"":""M"",""type"":""I""}]"
1807708,1,BURGLARY 2 - OTHER STRUCTURE,00:00.0,53,PRP,BURGLARY,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""21"",""sex"":""M"",""type"":""I""}]"
1807672,1,VEHICLE RECOVERED FOR ANOTHER AGENCY,22:00.0,530,ORS,VEHICLE RECOVERED / OTHER AGENCY,LOCATION STOLEN,EXCEPTIONAL (EXC DISP NEEDED),E ,NULL,"[{""age"":""64"",""sex"":""F"",""type"":""I""}]"
1807655,1,CRIMINAL TRESPASS 2,52:00.0,261,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1807630,1,DISORDERLY CONDUCT,23:00.0,240,SOC,DISORDERLY CONDUCT,VIOLATION OF CI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1807697,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",59:00.0,550,ORS,WARRANT,,CLEARED BY ARREST,A ,NULL,[]
1807712,1,CONS UNLIC PREM/OPEN CON,07:00.0,224,SOC,LIQUOR LAW VIOLATION,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1807568,1,CONS UNLIC PREM/OPEN CON,34:00.0,224,SOC,LIQUOR LAW VIOLATION,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1807575,1,SKATEBOARD PROH AREA,52:00.0,269,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1807576,1,CONS UNLIC PREM/OPEN CON,00:00.0,224,SOC,LIQUOR LAW VIOLATION,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1807719,1,ACCIDENT VEHICLE NO INJ,46:00.0,999,UNA,UNASSIGNED,MOTOR VEH ACC U,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,"[{""age"":""74"",""sex"":""M"",""type"":""I""}]"
1807725,1,FORGERY 1,41:00.0,100,PRP,FORGERY,FRAUD,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1807722,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",46:00.0,550,ORS,WARRANT,LOCATION WANTED,CLEARED BY ARREST,A ,NULL,[]
1807722,1,POSSESS METH PRIOR FEL CONV,46:00.0,180,SOC,DRUG LAW VIOLATION,LOCATION WANTED,CLEARED BY ARREST,A ,NULL,[]
1807720,1,DUII,04:00.0,210,SOC,DUII,ATTEMPT TO LOCA,CLEARED BY ARREST,A ,NULL,[]
1807721,1,BURGLARY 1 - RESIDENCE,42:00.0,51,PRP,BURGLARY,BURGLARY,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""66"",""sex"":""M"",""type"":""I""}]"
1807702,1,FORGERY 1,00:00.0,100,PRP,FORGERY,FRAUD,CLEARED BY ARREST,A ,NULL,"[{""age"":""28"",""sex"":""M"",""type"":""I""},{""age"":""29"",""sex"":""M"",""type"":""I""}]"
1807724,1,CRIMINAL MISTREATMENT 1 - SIMPLE ASLT,09:00.0,43,PER,ASSAULT,CHECK WELFARE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""05"",""sex"":""M"",""type"":""I""}]"
1807718,1,CHILD NEGLECT 2,56:00.0,202,PER,FAMILY OFFENSE,,CLEARED BY ARREST,A ,NULL,"[{""age"":""03"",""sex"":""M"",""type"":""I""}]"
1807734,1,ASSAULT 4 - MIS,37:00.0,43,PER,ASSAULT,ASSAULT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""47"",""sex"":""M"",""type"":""I""}]"
1807214,1,DUII,08:00.0,210,SOC,DUII,CHECK WELFARE,CLEARED BY ARREST,A ,NULL,[]
1807735,1,CONS UNLIC PREM/OPEN CON,12:00.0,224,SOC,LIQUOR LAW VIOLATION,,CLEARED BY ARREST,A ,NULL,[]
1807735,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",12:00.0,550,ORS,WARRANT,,CLEARED BY ARREST,A ,NULL,[]
1807653,1,CRIMINAL TRESPASS 2,47:00.0,261,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1807743,1,"PROPERTY, FOUND",42:00.0,999,UNA,UNASSIGNED,FOUND PROPERTY,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1807740,1,DETOX,12:00.0,512,ORS,CUSTODY,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1807733,1,CRIMINAL TRESPASS 2,07:00.0,261,SOC,ALL OTHER,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1807726,1,CONS UNLIC PREM/OPEN CON,27:00.0,224,SOC,LIQUOR LAW VIOLATION,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1807726,2,RESISTING ARREST - DIS CONDUCT,27:00.0,240,SOC,DISORDERLY CONDUCT,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1807723,1,ASSAULT,06:00.0,43,PER,ASSAULT,ASSAULT,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""39"",""sex"":""F"",""type"":""I""}]"
1807727,1,HIT & RUN - VEH DAMAGE,15:00.0,391,ORS,TRAFFIC CRIME,HIT AND RUN,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1807747,1,HARASSMENT (1AA) PHYSICAL CONT - SIMP ASLT,28:00.0,43,PER,ASSAULT,DISPUTE,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""37"",""sex"":""M"",""type"":""I""}]"
1807651,1,CUSTODIAL INTERFERENCE 1,30:00.0,255,PER,KIDNAPPING,MISSING JUVENIL,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""09"",""sex"":""M"",""type"":""I""},{""age"":""06"",""sex"":""M"",""type"":""I""}]"
1807742,1,RESISTING ARREST - DIS CONDUCT,53:00.0,240,SOC,DISORDERLY CONDUCT,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1807742,2,CRIMINAL TRESPASS 2,53:00.0,261,SOC,ALL OTHER,CRIMINAL TRESPA,CLEARED BY ARREST,A ,NULL,[]
1807460,2,MENACING - INTIMIDATE/THRT,25:00.0,45,PER,ASSAULT,SUSPICIOUS COND,CLEARED BY ARREST,A ,NULL,"[{""age"":""35"",""sex"":""F"",""type"":""I""}]"
1807460,3,FELON IN POSS OF FIREARM,25:00.0,153,SOC,WEAPON LAW VIOLATION,SUSPICIOUS COND,CLEARED BY ARREST,A ,NULL,[]
1807746,1,DUII,03:00.0,210,SOC,DUII,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1807746,2,RECKLESS DRIVING,03:00.0,393,ORS,TRAFFIC CRIME,TRAFFIC STOP,CLEARED BY ARREST,A ,NULL,[]
1807749,1,INTERFERE W/ POLICE OFFICER - CONDUCT,30:00.0,240,SOC,DISORDERLY CONDUCT,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1807657,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",00:00.0,550,ORS,WARRANT,PERSON STOP,CLEARED BY ARREST,A ,NULL,[]
1807751,1,POSS/MANUF/DEL CONT`L SUB SC 4,00:00.0,180,SOC,DRUG LAW VIOLATION,CHECK WELFARE,CLEARED BY ARREST,A ,NULL,[]
1807737,1,STRANGULATION - MIS APA,21:00.0,41,PER,ASSAULT,CHECK WELFARE,CLEARED BY ARREST,A ,NULL,"[{""age"":""27"",""sex"":""F"",""type"":""I""}]"
1807750,1,HARASSMENT - SIMPLE ASLT,19:00.0,43,PER,ASSAULT,MOTOR VEH ACC N,CLEARED BY ARREST,A ,NULL,"[{""age"":""21"",""sex"":""F"",""type"":""I""}]"
1807739,1,DRUG EVALUATION REPORT,08:00.0,999,UNA,UNASSIGNED,REQUEST DRE,ARREST BY OTHER AGENCY,T ,NULL,[]
1807748,1,ASSAULT,49:00.0,43,PER,ASSAULT,ASSAULT,CLEARED BY ARREST,A ,NULL,"[{""age"":""22"",""sex"":""M"",""type"":""I""}]"
1807744,1,HIT & RUN - VEH DAMAGE,28:00.0,391,ORS,TRAFFIC CRIME,HIT AND RUN,CLEARED BY ARREST,A ,NULL,[]
1807754,1,CRIMINAL TRESPASS 2,58:00.0,261,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1807757,1,CRIMINAL MISCHIEF 3,00:00.0,140,PRP,VANDALISM,GRAFFITI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1807759,1,VIOLATION PARK RULES,23:00.0,269,SOC,ALL OTHER,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1807759,2,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",23:00.0,550,ORS,WARRANT,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1807762,1,"PROPERTY, LOST",00:00.0,999,UNA,UNASSIGNED,THEFT,"OTHER (NON-REPORTABLE, IBR 999)",X ,NULL,[]
1807769,1,THEFT 1 - FROM VEHICLE,00:00.0,64,PRP,LARCENY,THEFT FROM VEHI,OPEN,O ,NULL,"[{""age"":""48"",""sex"":""M"",""type"":""I""}]"
1807760,1,DUII,52:00.0,210,SOC,DUII,MOTOR VEH ACC U,CLEARED BY ARREST,A ,NULL,[]
1807758,1,POSSESS METHAMPHETAMINE,01:00.0,180,SOC,DRUG LAW VIOLATION,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1807758,2,MENACING - DIS CONDUCT,01:00.0,240,SOC,DISORDERLY CONDUCT,DISORDERLY SUBJ,CLEARED BY ARREST,A ,NULL,[]
1807756,1,"WARRANT ARREST (FTA,FTC,FTP,PV,SC)",49:00.0,550,ORS,WARRANT,PATROL CHECK,CLEARED BY ARREST,A ,NULL,[]
1807684,2,CRIMINAL TRESPASS 2,27:00.0,261,SOC,ALL OTHER,CHECK WELFARE,CLEARED BY ARREST,A ,NULL,[]
1807684,1,POSSESS METHAMPHETAMINE,27:00.0,180,SOC,DRUG LAW VIOLATION,CHECK WELFARE,CLEARED BY ARREST,A ,NULL,[]
1807766,1,CRIMINAL MISCHIEF 2 - VANDALISM,00:00.0,140,PRP,VANDALISM,GRAFFITI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,ANTI-MULTI RACIAL GROUP       ,[]
1807728,1,THEFT 3 - SHOPLIFT,43:00.0,63,PRP,LARCENY,THEFT,OPEN,O ,NULL,[]
1807729,1,THEFT 2 - FROM VEHICLE,46:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""39"",""sex"":""F"",""type"":""I""}]"
1807731,1,CRIMINAL MISCHIEF 2 - VANDALISM,28:00.0,140,PRP,VANDALISM,CRIMINAL MISCHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""34"",""sex"":""F"",""type"":""I""}]"
1807732,1,THEFT 2 - DECEPTION,19:00.0,115,PRP,FRAUD,FRAUD,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""48"",""sex"":""M"",""type"":""I""}]"
1807772,1,THEFT 2 - FROM VEHICLE,01:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""48"",""sex"":""M"",""type"":""I""}]"
1807774,1,POSSESS HEROIN,14:00.0,180,SOC,DRUG LAW VIOLATION,,CLEARED BY ARREST,A ,NULL,[]
1807711,1,ANIMAL COMPLAINT-BITE-INJURED-IMPOUND,16:00.0,999,UNA,UNASSIGNED,INJURED ANIMAL,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,[]
1807686,1,THEFT 2 - FROM VEHICLE,18:00.0,64,PRP,LARCENY,THEFT FROM VEHI,SUSPENDED/INACTIVE (NO MORE LEADS),N ,NULL,"[{""age"":""32"",""sex"":""M"",""type"":""I""}]"
